gene	stage_area	area	celltype_stage	celltype_region	cell_type	individual	gene.score	p_val_adj	diff.pct	enrichment.ratio	pct.1	pct.2	avg_logfc	name_1006	n	description	go_id	definition_1006	namespace_1003	family	is_tf	stage_region	stage	region
EMID1	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.80682	0	0.399	2.23529	0.722	0.323	0.36095	protein binding	2221	EMI domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18036]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
CNTFR	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.79904	0	0.387	2.02111	0.766	0.379	0.39535	protein binding	2221	ciliary neurotrophic factor receptor [Source:HGNC Symbol;Acc:HGNC:2170]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
PALLD	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.79753	0	0.365	2.10942	0.694	0.329	0.37808	protein binding	2221	palladin, cytoskeletal associated protein [Source:HGNC Symbol;Acc:HGNC:17068]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
FERMT2	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.79675	0	0.359	2.29603	0.636	0.277	0.34701	protein binding	2221	fermitin family member 2 [Source:HGNC Symbol;Acc:HGNC:15767]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
RFTN2	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.79538	0	0.291	2.34722	0.507	0.216	0.33886	protein binding	2221	raftlin family member 2 [Source:HGNC Symbol;Acc:HGNC:26402]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
ZFP36L1	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.79515	0	0.408	1.96	0.833	0.425	0.40569	protein binding	2221	ZFP36 ring finger protein like 1 [Source:HGNC Symbol;Acc:HGNC:1107]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	zf-CCCH	TF	mid_msp	mid	msp
CALD1	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.79418	0	0.396	1.9274	0.823	0.427	0.41205	protein binding	2221	caldesmon 1 [Source:HGNC Symbol;Acc:HGNC:1441]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
MEST	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.78417	0	0.354	2.01433	0.703	0.349	0.3893	protein binding	2221	mesoderm specific transcript [Source:HGNC Symbol;Acc:HGNC:7028]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
TMEM163	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.78321	0	0.371	2.50813	0.617	0.246	0.31227	zinc ion binding	94	transmembrane protein 163 [Source:HGNC Symbol;Acc:HGNC:25380]	GO:0008270	Interacting selectively and non-covalently with zinc (Zn) ions.	molecular_function	NA	non_TF	mid_msp	mid	msp
CD99	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.78163	0	0.369	1.71512	0.885	0.516	0.45573	protein binding	2221	CD99 molecule (Xg blood group) [Source:HGNC Symbol;Acc:HGNC:7082]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
CTBP2	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.77899	0	0.397	1.91055	0.833	0.436	0.40773	protein binding	2221	C-terminal binding protein 2 [Source:HGNC Symbol;Acc:HGNC:2495]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
SCAF11	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.77265	0	0.383	2.31164	0.675	0.292	0.33424	protein binding	2221	SR-related CTD associated factor 11 [Source:HGNC Symbol;Acc:HGNC:10784]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
MYO10	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.77236	0	0.441	2.23184	0.799	0.358	0.34606	protein binding	2221	myosin X [Source:HGNC Symbol;Acc:HGNC:7593]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
GATM	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.7711	0	0.323	1.65253	0.818	0.495	0.46662	multicellular organism development	221	glycine amidinotransferase [Source:HGNC Symbol;Acc:HGNC:4175]	GO:0007275	The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult).	biological_process	NA	non_TF	mid_msp	mid	msp
CD9	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.76939	0	0.266	1.93662	0.55	0.284	0.39728	protein binding	2221	CD9 molecule [Source:HGNC Symbol;Acc:HGNC:1709]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
CST3	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.76824	0	0.2	1.28409	0.904	0.704	0.59827	protein binding	2221	cystatin C [Source:HGNC Symbol;Acc:HGNC:2475]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
GPX3	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.76801	0	0.351	2.11783	0.665	0.314	0.36264	protein binding	2221	glutathione peroxidase 3 [Source:HGNC Symbol;Acc:HGNC:4555]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
LHX2	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.76185	0	0.328	1.54215	0.933	0.605	0.49402	protein binding	2221	LIM homeobox 2 [Source:HGNC Symbol;Acc:HGNC:6594]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	Homeobox	TF	mid_msp	mid	msp
HTRA1	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.75535	0	0.398	1.88641	0.847	0.449	0.40042	protein binding	2221	HtrA serine peptidase 1 [Source:HGNC Symbol;Acc:HGNC:9476]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
SOX3	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.75336	0	0.358	2.11526	0.679	0.321	0.35615	protein binding	2221	SRY-box transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:11199]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	HMG	TF	mid_msp	mid	msp
SOX21	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.75295	0	0.336	2.44206	0.569	0.233	0.30833	DNA binding	343	SRY-box transcription factor 21 [Source:HGNC Symbol;Acc:HGNC:11197]	GO:0003677	Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).	molecular_function	HMG	TF	mid_msp	mid	msp
MTCH1	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.74663	0	0.352	1.82243	0.78	0.428	0.40969	protein binding	2221	mitochondrial carrier 1 [Source:HGNC Symbol;Acc:HGNC:17586]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
MAGED2	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.74292	0	0.289	1.4769	0.895	0.606	0.50302	protein binding	2221	MAGE family member D2 [Source:HGNC Symbol;Acc:HGNC:16353]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
QKI	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.74102	0	0.354	1.66667	0.885	0.531	0.44461	protein binding	2221	QKI, KH domain containing RNA binding [Source:HGNC Symbol;Acc:HGNC:21100]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
BCAN	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.73958	0	0.35	1.73996	0.823	0.473	0.42505	cell adhesion	120	brevican [Source:HGNC Symbol;Acc:HGNC:23059]	GO:0007155	The attachment of a cell, either to another cell or to an underlying substrate such as the extracellular matrix, via cell adhesion molecules.	biological_process	NA	non_TF	mid_msp	mid	msp
RP11-76I14.1	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.73747	0	0.397	2.15072	0.742	0.345	0.34289	NA	NA	NA	NA	NA	NA	NA	non_TF	mid_msp	mid	msp
NR2E1	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.73717	0	0.317	2.585	0.517	0.2	0.28517	protein binding	2221	nuclear receptor subfamily 2 group E member 1 [Source:HGNC Symbol;Acc:HGNC:7973]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	RXR-like	TF	mid_msp	mid	msp
ID4	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.73294	0	0.321	1.56415	0.89	0.569	0.46859	protein binding	2221	inhibitor of DNA binding 4, HLH protein [Source:HGNC Symbol;Acc:HGNC:5363]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	bHLH	TF	mid_msp	mid	msp
METRN	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.73248	0	0.368	1.74645	0.861	0.493	0.41941	multicellular organism development	221	meteorin, glial cell differentiation regulator [Source:HGNC Symbol;Acc:HGNC:14151]	GO:0007275	The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult).	biological_process	NA	non_TF	mid_msp	mid	msp
VIM	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.73207	0	0.059	1.06399	0.981	0.922	0.68804	protein binding	2221	vimentin [Source:HGNC Symbol;Acc:HGNC:12692]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
SEPT9	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.72869	0	0.364	2.12	0.689	0.325	0.34372	NA	NA	NA	NA	NA	NA	NA	non_TF	mid_msp	mid	msp
PHLDA1	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.72511	0	0.409	2.13296	0.77	0.361	0.33995	protein binding	2221	pleckstrin homology like domain family A member 1 [Source:HGNC Symbol;Acc:HGNC:8933]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
SEPP1	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.72469	0	0.363	2.13084	0.684	0.321	0.3401	NA	NA	NA	NA	NA	NA	NA	non_TF	mid_msp	mid	msp
BMP7	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.72097	0	0.409	2.28616	0.727	0.318	0.31536	protein binding	2221	bone morphogenetic protein 7 [Source:HGNC Symbol;Acc:HGNC:1074]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
SFRP1	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.72018	0	0.195	1.26934	0.919	0.724	0.56737	protein binding	2221	secreted frizzled related protein 1 [Source:HGNC Symbol;Acc:HGNC:10776]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
ECHDC2	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.71952	0	0.304	2.42723	0.517	0.213	0.29644	lipid metabolic process	84	enoyl-CoA hydratase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23408]	GO:0006629	The chemical reactions and pathways involving lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent. Includes fatty acids; neutral fats, other fatty-acid esters, and soaps; long-chain (fatty) alcohols and waxes; sphingoids and other long-chain bases; glycolipids, phospholipids and sphingolipids; and carotenes, polyprenols, sterols, terpenes and other isoprenoids.	biological_process	NA	non_TF	mid_msp	mid	msp
SBDS	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.71912	0	0.39	2	0.78	0.39	0.35956	protein binding	2221	SBDS ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:19440]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
GADD45A	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.71754	0	0.313	2.26721	0.56	0.247	0.31649	protein binding	2221	growth arrest and DNA damage inducible alpha [Source:HGNC Symbol;Acc:HGNC:4095]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
RHOC	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.71303	0	0.38	2.07955	0.732	0.352	0.34288	protein binding	2221	ras homolog family member C [Source:HGNC Symbol;Acc:HGNC:669]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
PSME1	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.71226	0	0.397	1.97543	0.804	0.407	0.36056	protein binding	2221	proteasome activator subunit 1 [Source:HGNC Symbol;Acc:HGNC:9568]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
TP53I3	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.71199	0	0.3	2.02389	0.593	0.293	0.35179	oxidation-reduction process	208	tumor protein p53 inducible protein 3 [Source:HGNC Symbol;Acc:HGNC:19373]	GO:0055114	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.	biological_process	NA	non_TF	mid_msp	mid	msp
DECR1	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.71008	0	0.397	2.23676	0.718	0.321	0.31746	identical protein binding	321	2,4-dienoyl-CoA reductase 1 [Source:HGNC Symbol;Acc:HGNC:2753]	GO:0042802	Interacting selectively and non-covalently with an identical protein or proteins.	molecular_function	NA	non_TF	mid_msp	mid	msp
TGIF1	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.70951	0	0.31	2.61458	0.502	0.192	0.27137	protein binding	2221	TGFB induced factor homeobox 1 [Source:HGNC Symbol;Acc:HGNC:11776]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	Homeobox	TF	mid_msp	mid	msp
SPAG16	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.70323	0	0.387	2.02111	0.766	0.379	0.34794	protein binding	2221	sperm associated antigen 16 [Source:HGNC Symbol;Acc:HGNC:23225]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
DDR1	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.7023	0	0.339	1.9187	0.708	0.369	0.36603	protein binding	2221	discoidin domain receptor tyrosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:2730]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
CD151	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.70208	0	0.364	2.02825	0.718	0.354	0.34615	protein binding	2221	CD151 molecule (Raph blood group) [Source:HGNC Symbol;Acc:HGNC:1630]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
ACTN1	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.70077	0	0.34	2.45299	0.574	0.234	0.28568	protein binding	2221	actinin alpha 1 [Source:HGNC Symbol;Acc:HGNC:163]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
LIFR	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.69781	0	0.308	2.32189	0.541	0.233	0.30053	protein binding	2221	LIF receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:6597]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
FSTL1	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.69748	0	0.379	2.28041	0.675	0.296	0.30586	protein binding	2221	follistatin like 1 [Source:HGNC Symbol;Acc:HGNC:3972]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
STAG2	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.69546	0	0.352	2.28	0.627	0.275	0.30503	protein binding	2221	stromal antigen 2 [Source:HGNC Symbol;Acc:HGNC:11355]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
TPM2	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.68674	0	0.37	2.03641	0.727	0.357	0.33723	identical protein binding	321	tropomyosin 2 [Source:HGNC Symbol;Acc:HGNC:12011]	GO:0042802	Interacting selectively and non-covalently with an identical protein or proteins.	molecular_function	NA	non_TF	mid_msp	mid	msp
CAPG	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.6858	0	0.377	2.53878	0.622	0.245	0.27013	protein binding	2221	capping actin protein, gelsolin like [Source:HGNC Symbol;Acc:HGNC:1474]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
FAM107A	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.68495	0	0.26	1.80247	0.584	0.324	0.38001	protein binding	2221	family with sequence similarity 107 member A [Source:HGNC Symbol;Acc:HGNC:30827]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
TSC22D4	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.68474	0	0.301	2.42654	0.512	0.211	0.28219	protein binding	2221	TSC22 domain family member 4 [Source:HGNC Symbol;Acc:HGNC:21696]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	TSC22	TF	mid_msp	mid	msp
CDC42EP1	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.68336	0	0.314	2.251	0.565	0.251	0.30358	protein binding	2221	CDC42 effector protein 1 [Source:HGNC Symbol;Acc:HGNC:17014]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
LITAF	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.67927	0	0.372	2.07514	0.718	0.346	0.32733	protein binding	2221	lipopolysaccharide induced TNF factor [Source:HGNC Symbol;Acc:HGNC:16841]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	zf-LITAF-like	TF	mid_msp	mid	msp
TAGLN2	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.67715	0	0.336	1.67066	0.837	0.501	0.40532	protein binding	2221	transgelin 2 [Source:HGNC Symbol;Acc:HGNC:11554]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
GLI3	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.67282	0	0.356	2.1521	0.665	0.309	0.31263	protein binding	2221	GLI family zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:4319]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	zf-C2H2	TF	mid_msp	mid	msp
TLE1	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.66989	0	0.375	1.9715	0.761	0.386	0.33978	protein binding	2221	TLE family member 1, transcriptional corepressor [Source:HGNC Symbol;Acc:HGNC:11837]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
MT2A	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.66691	0	0.288	1.57485	0.789	0.501	0.42347	protein binding	2221	metallothionein 2A [Source:HGNC Symbol;Acc:HGNC:7406]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
TTYH1	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.66316	0	0.237	1.34751	0.919	0.682	0.49214	protein binding	2221	tweety family member 1 [Source:HGNC Symbol;Acc:HGNC:13476]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
PHIP	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.65844	0	0.386	1.84649	0.842	0.456	0.35659	protein binding	2221	pleckstrin homology domain interacting protein [Source:HGNC Symbol;Acc:HGNC:15673]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
PDIA3	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.65646	0	0.37	1.84282	0.809	0.439	0.35622	protein binding	2221	protein disulfide isomerase family A member 3 [Source:HGNC Symbol;Acc:HGNC:4606]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
PNMA1	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.65583	0	0.39	2	0.78	0.39	0.32792	protein binding	2221	PNMA family member 1 [Source:HGNC Symbol;Acc:HGNC:9158]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
CSPG5	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.65453	0	0.376	1.89952	0.794	0.418	0.34458	protein binding	2221	chondroitin sulfate proteoglycan 5 [Source:HGNC Symbol;Acc:HGNC:2467]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
ASPH	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.6541	0	0.359	2.31502	0.632	0.273	0.28255	protein binding	2221	aspartate beta-hydroxylase [Source:HGNC Symbol;Acc:HGNC:757]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
SAT1	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.65238	0	0.288	1.60888	0.761	0.473	0.40548	protein binding	2221	spermidine/spermine N1-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10540]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
SLC25A39	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.6522	0	0.308	2.24696	0.555	0.247	0.29026	transmembrane transport	62	solute carrier family 25 member 39 [Source:HGNC Symbol;Acc:HGNC:24279]	GO:0055085	The process in which a solute is transported across a lipid bilayer, from one side of a membrane to the other.	biological_process	NA	non_TF	mid_msp	mid	msp
RPN2	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.65194	0	0.413	1.9117	0.866	0.453	0.34103	protein binding	2221	ribophorin II [Source:HGNC Symbol;Acc:HGNC:10382]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
PGM1	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.65166	0	0.314	2.38326	0.541	0.227	0.27343	protein binding	2221	phosphoglucomutase 1 [Source:HGNC Symbol;Acc:HGNC:8905]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
PLTP	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.64933	0	0.341	2.40329	0.584	0.243	0.27018	lipid metabolic process	84	phospholipid transfer protein [Source:HGNC Symbol;Acc:HGNC:9093]	GO:0006629	The chemical reactions and pathways involving lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent. Includes fatty acids; neutral fats, other fatty-acid esters, and soaps; long-chain (fatty) alcohols and waxes; sphingoids and other long-chain bases; glycolipids, phospholipids and sphingolipids; and carotenes, polyprenols, sterols, terpenes and other isoprenoids.	biological_process	NA	non_TF	mid_msp	mid	msp
NME4	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.64894	0	0.373	1.88599	0.794	0.421	0.34409	protein binding	2221	NME/NM23 nucleoside diphosphate kinase 4 [Source:HGNC Symbol;Acc:HGNC:7852]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
