p_val	avg_logFC	pct.1	pct.2	p_val_adj	celltype	area	gene	gene.ratio	gene.score
0.00135373100461355	0.739387641628932	0.515	0.357	1	neuron	midbrain	SPTBN1	1.4425770308123251	1.0666236286803923
0.00145656515713114	0.595947555856539	0.424	0.256	1	neuron	midbrain	SYP	1.65625	0.9870381393873927
0.00153709009178768	0.829511271383888	0.424	0.238	1	neuron	midbrain	PCDH9	1.781512605042017	1.4777847859948259
0.00158836748182128	0.713279278272709	0.333	0.168	1	neuron	midbrain	SACS	1.9821428571428572	1.4138214265762625
0.00175290817435846	0.321269110192647	0.879	0.778	1	neuron	midbrain	CDC42	1.1298200514138816	0.3629762825955484
0.00176331913685706	0.27717894018783	0.97	0.772	1	neuron	midbrain	BASP1	1.2564766839378239	0.34826887562460507
0.00202540735945132	0.593279700436538	0.364	0.19	1	neuron	midbrain	CASC15	1.9157894736842105	1.136599005046841
0.00219482949142755	0.614715861412521	0.273	0.116	1	neuron	midbrain	CLINT1	2.353448275862069	1.446701984186364
0.00233252924917376	0.327009592201278	0.848	0.748	1	neuron	midbrain	TCEB2	1.1336898395721924	0.3707274521212349
0.0024169064730602	0.379540487908737	0.818	0.752	1	neuron	midbrain	MAP2	1.0877659574468084	0.41285122221987614
0.00252107963785323	0.585348121715826	0.273	0.121	1	neuron	midbrain	PSMG4	2.2561983471074383	1.3206614646976902
0.00267647037577713	0.51140124336915	0.485	0.36	1	neuron	midbrain	NSA2	1.3472222222222223	0.6889711195389938
0.00270746987188419	0.434160895599834	0.697	0.609	1	neuron	midbrain	ATP6V0B	1.1444991789819376	0.49689678856007274
0.00293619159912842	0.573342988990803	0.273	0.12	1	neuron	midbrain	AGGF1	2.2750000000000004	1.304355299954077
0.00294292465613078	0.72727735204109	0.394	0.223	1	neuron	midbrain	FGF13	1.7668161434977578	1.2849653663865
0.00302036900945026	0.68122639048628	0.394	0.219	1	neuron	midbrain	ATP6V0A1	1.7990867579908676	1.2255853783177821
0.00309035948388185	0.46130229430401	0.667	0.537	1	neuron	midbrain	CBX3	1.2420856610800746	0.5729769651783514
0.00311738073853433	0.538461147121813	0.364	0.2	1	neuron	midbrain	HERC2	1.8199999999999998	0.9799992877616996
0.00324087749504313	0.605118139741074	0.303	0.162	1	neuron	midbrain	UBE2A	1.8703703703703702	1.131795039145342
0.00344617483553612	1.22848438082647	0.545	0.443	1	neuron	midbrain	ITM2B	1.2302483069977428	1.511340829684935
0.00356830251386834	0.480933652860895	0.303	0.156	1	neuron	midbrain	WBP4	1.9423076923076923	0.9341211334413537
0.00359009296497355	0.568310298704677	0.515	0.377	1	neuron	midbrain	TCEAL7	1.3660477453580901	0.7763390022093067
0.00362522151823631	0.379051390650097	0.758	0.661	1	neuron	midbrain	DPYSL2	1.1467473524962177	0.43467617868800834
0.0037162222357335	0.562219842573407	0.485	0.326	1	neuron	midbrain	C9orf78	1.487730061349693	0.8364313608837496
0.00381443816159505	0.64406771936375	0.394	0.225	1	neuron	midbrain	CLTC	1.751111111111111	1.1278341396858556
0.00425537631094057	0.582491772048191	0.485	0.346	1	neuron	midbrain	DHX36	1.4017341040462428	0.8164985822062794
0.00434978427963127	0.732692036608691	0.485	0.334	1	neuron	midbrain	TTLL7	1.4520958083832334	1.0639390351952547
0.00443109658702748	0.604225990500591	0.333	0.182	1	neuron	midbrain	RALYL	1.8296703296703298	1.1055343672345979
0.00453902777367535	0.607102203597623	0.455	0.302	1	neuron	midbrain	SCD5	1.5066225165562914	0.9146738497911208
0.00466609383576861	0.588424246860501	0.303	0.145	1	neuron	midbrain	PTPN11	2.089655172413793	1.2296037710257366
0.0046747629997411	0.625514975041058	0.273	0.115	1	neuron	midbrain	ZEB1	2.373913043478261	1.4849181581409465
0.00471994145166817	0.472164274095067	0.424	0.252	1	neuron	midbrain	CAMK2B	1.6825396825396826	0.7944351278424937
0.00473804770995476	0.63291694060259	0.636	0.65	1	neuron	midbrain	PSMA7	0.9784615384615385	0.6192848834203803
0.00481050011772401	0.632627571838866	0.303	0.16	1	neuron	midbrain	NDRG4	1.8937499999999998	1.1980384641698523
0.00486994087757066	0.694876180696032	0.333	0.185	1	neuron	midbrain	PPP4R2	1.8	1.2507771252528577
0.00528184176948768	0.711658240692454	0.303	0.167	1	neuron	midbrain	PLEKHB2	1.8143712574850297	1.2912122570647517
0.005337095487477	0.425024161414012	0.667	0.585	1	neuron	midbrain	SEC61G	1.1401709401709403	0.4846001977147796
0.00554703326870265	0.606050975005702	0.455	0.318	1	neuron	midbrain	VPS35	1.430817610062893	0.8671484076339447
0.00582305871251043	0.449988425126683	0.606	0.462	1	neuron	midbrain	PA2G4	1.3116883116883116	0.5902445576337011
0.00587222540682289	0.610021877334743	0.455	0.287	1	neuron	midbrain	COX17	1.5853658536585367	0.967107854311178
0.00593440237942036	0.530072124656494	0.424	0.276	1	neuron	midbrain	MRPL33	1.536231884057971	0.8143136987476575
0.00594460992355803	0.568384434045994	0.545	0.421	1	neuron	midbrain	POLR2L	1.2945368171021379	0.7357945761403011
0.00611203282159882	0.632093992856284	0.394	0.25	1	neuron	midbrain	FAM3C	1.576	0.9961801327415036
0.00616116557364312	0.406767944621807	0.818	0.855	1	neuron	midbrain	COX7A2	0.9567251461988304	0.389165121287296
0.0067661251014878	0.660794691527963	0.424	0.26	1	neuron	midbrain	GRIN2B	1.6307692307692307	1.0776036507994473
0.00684486545661023	0.367108737489677	0.667	0.582	1	neuron	midbrain	NUCKS1	1.1460481099656359	0.4207242747519151
0.00688410353290132	0.659016052076708	0.303	0.154	1	neuron	midbrain	GNG4	1.9675324675324675	1.2966354790859904
0.00694052427905439	0.590427011581985	0.394	0.25	1	neuron	midbrain	TTC1	1.576	0.9305129702532083
0.00704199238521529	0.472800434673827	0.515	0.393	1	neuron	midbrain	KIF2A	1.3104325699745547	0.6195730886947096
0.00728659827338694	0.561610594302423	0.424	0.248	1	neuron	midbrain	MYEF2	1.7096774193548387	0.9601729515493038
0.00769988959066033	0.540863243758176	0.424	0.274	1	neuron	midbrain	KLHL23	1.5474452554744524	0.8369562604141116
0.00782252315814758	0.560313483400367	0.273	0.13	1	neuron	midbrain	ZNF580	2.1	1.1766583151407708
0.00794506910340956	0.588602688256747	0.303	0.156	1	neuron	midbrain	CPEB4	1.9423076923076923	1.1432475291140662
0.00794937954329815	0.497580954970389	0.424	0.285	1	neuron	midbrain	TAOK3	1.4877192982456142	0.7402607891489297
0.00795558928890639	0.766068612595529	0.545	0.46	1	neuron	midbrain	POLR2I	1.184782608695652	0.9076247692707898
0.0080612104391192	0.500681061486477	0.273	0.136	1	neuron	midbrain	LRRC4C	2.0073529411764706	1.0050436013662367
0.00851751155696347	0.554813290988077	0.394	0.258	1	neuron	midbrain	FKBP2	1.5271317829457365	0.8472730102686137
0.00879275194843487	0.550590491262443	0.485	0.374	1	neuron	midbrain	CCDC112	1.2967914438502675	0.7140010381344515
0.00903818095073535	0.576686960921193	0.485	0.36	1	neuron	midbrain	HSP90B1	1.3472222222222223	0.7769254890188295
0.00917660143483053	0.843741271694537	0.364	0.23	1	neuron	midbrain	KIAA1109	1.5826086956521739	1.3353122734643978
0.00933769531879569	0.690035574235558	0.303	0.156	1	neuron	midbrain	WDR60	1.9423076923076923	1.3402614038036798
0.00966296158187866	0.650572723366311	0.485	0.374	1	neuron	midbrain	ATXN7L3B	1.2967914438502675	0.8436571412637991
0.00982329470683009	0.671564773173882	0.303	0.17	1	neuron	midbrain	CHORDC1	1.7823529411764705	1.1969654486569778
0.00995053336643605	0.368255424738179	0.879	0.769	1	neuron	midbrain	MARCKS	1.1430429128738622	0.4209317533743295
1.81582111295947e-265	1.12968404152497	0.749	0.179	5.58201568334872e-261	neuron	neocortex	NEUROD6	4.184357541899441	4.72700193911845
2.19974802842923e-257	1.19903542774402	0.681	0.136	6.7622454141943e-253	neuron	neocortex	SLA	5.007352941176471	6.003993575688807
2.98560745650478e-235	1.14425540170618	0.553	0.084	9.17805588204133e-231	neuron	neocortex	SATB2	6.583333333333334	7.533014727899018
8.19105362222008e-222	1.08035934344382	0.927	0.589	2.51801179400668e-217	neuron	neocortex	FABP7	1.5738539898132429	1.7003278631110714
1.57033538895321e-219	1.04002457967686	0.661	0.169	4.82736801918107e-215	neuron	neocortex	NEUROD2	3.9112426035502956	4.067788444771623
2.61069582261131e-195	1.18532819765495	0.766	0.302	8.02554002828944e-191	neuron	neocortex	CSRP2	2.536423841059603	3.006494700012224
3.35112389698248e-192	0.91487015680968	0.665	0.22	1.03016899717138e-187	neuron	neocortex	ZBTB18	3.022727272727273	2.7654029739928965
5.45090004010045e-148	1.03104438694311	0.703	0.318	1.67566118132728e-143	neuron	neocortex	MEF2C	2.2106918238993707	2.2793213962924725
7.85225407404037e-146	1.10845005341501	0.506	0.141	2.41386142490075e-141	neuron	neocortex	DOK5	3.588652482269504	3.9778420356595396
1.89904950793382e-130	0.900148846383406	0.475	0.124	5.83786809233937e-126	neuron	neocortex	POU3F2	3.8306451612903225	3.44815082283966
3.52271678734505e-121	0.40938281939633703	0.994	0.967	1.08291836759774e-116	neuron	neocortex	TUBB	1.0279214064115823	0.4208133634746215
1.36634404336137e-107	0.692193798466183	0.515	0.209	4.20027822369719e-103	neuron	neocortex	MLLT3	2.4641148325358855	1.705645005789877
2.90681375735639e-106	0.477693661581203	0.985	0.871	8.93583617148929e-102	neuron	neocortex	STMN2	1.1308840413318024	0.5402161385275372
5.14902311013772e-106	0.846321549571553	0.452	0.145	1.58286119428744e-101	neuron	neocortex	LIMCH1	3.1172413793103453	2.6381885545264967
5.57873431954833e-106	0.335964529561689	1	0.992	1.71495871717235e-101	neuron	neocortex	RPL10	1.0080645161290323	0.33867392092912196
4.37273937494738e-98	0.626985324131867	0.874	0.667	1.34422381125258e-93	neuron	neocortex	SOX11	1.3103448275862069	0.8215669764486533
1.45775696312205e-96	0.565518004468036	0.597	0.283	4.48129068033349e-92	neuron	neocortex	FOXG1	2.1095406360424027	1.192983210838931
4.3520424226e-96	0.55205680131462	0.759	0.431	1.33786136113147e-91	neuron	neocortex	TCF4	1.7610208816705337	0.9721835549832868
1.83366462484174e-95	0.611695996976777	0.312	0.054	5.636868423226e-91	neuron	neocortex	MPPED1	5.777777777777778	3.534243538088045
2.20975509987914e-95	0.447256520544323	0.945	0.78	6.79300815253845e-91	neuron	neocortex	GPM6A	1.2115384615384615	0.5418684768133144
6.19525575757467e-93	0.343906604483271	0.996	0.977	1.90448357243603e-88	neuron	neocortex	RPS24	1.0194472876151484	0.3505946551334062
6.65938179557777e-90	0.341429843609645	1	0.998	2.04716055777856e-85	neuron	neocortex	TUBA1A	1.002004008016032	0.3421140717531513
9.02051414263065e-89	0.698285163262456	0.68	0.401	2.77299625258609e-84	neuron	neocortex	ENC1	1.6957605985037407	1.1841244663802248
2.26469356359533e-87	0.373820652957005	0.988	0.965	6.96189448384841e-83	neuron	neocortex	TUBB2B	1.0238341968911917	0.3827303680015761
4.05929327725793e-83	0.575207603902252	0.544	0.281	1.24786734636186e-78	neuron	neocortex	SRGAP1	1.9359430604982206	1.113569169120374
5.78432247925886e-77	0.495000872359812	0.805	0.563	1.77815857334897e-72	neuron	neocortex	DDAH2	1.429840142095915	0.7077721176725554
4.40871705071168e-74	0.500169079223514	0.35	0.11	1.35528370855928e-69	neuron	neocortex	BHLHE22	3.1818181818181817	1.5914470702566352
2.2021871403089e-73	0.585399307344151	0.286	0.056	6.76974348802359e-69	neuron	neocortex	TBR1	5.107142857142857	2.989717891079057
5.06283281969999e-73	0.625301852755107	0.299	0.07	1.55636543710397e-68	neuron	neocortex	LHX2	4.2714285714285705	2.6709321996253848
1.46073215590881e-71	0.301315580297718	0.98	0.909	4.49043672047928e-67	neuron	neocortex	RPL18	1.078107810781078	0.32485068062900285
1.60390284438406e-71	0.575239881687432	0.673	0.385	4.93055773392102e-67	neuron	neocortex	NFIB	1.748051948051948	1.0055491957808878
8.72526192587769e-70	0.565012627648641	0.541	0.258	2.68223276863406e-65	neuron	neocortex	ZEB2	2.0968992248062017	1.1847745409221504
1.76420542176559e-69	0.312907077159401	0.886	0.707	5.42334388704959e-65	neuron	neocortex	CD24	1.2531824611032532	0.3921296610512437
3.88545353403859e-68	0.253835373408734	0.997	0.964	1.1944272708988e-63	neuron	neocortex	RPL6	1.0342323651452283	0.2625247585980372
3.87492632716893e-67	0.541759359533599	0.388	0.144	1.191191102235e-62	neuron	neocortex	FRMD4B	2.6944444444444446	1.4597404965210863
8.37124550739412e-64	0.508693212757268	0.292	0.083	2.57340458142803e-59	neuron	neocortex	LINC01102	3.5180722891566263	1.7896194954834004
1.18341206064652e-63	0.516932164633091	0.309	0.093	3.63792701563346e-59	neuron	neocortex	CLMP	3.3225806451612905	1.717548805071238
1.3634231441944e-63	0.298621890187797	0.987	0.932	4.19129908756802e-59	neuron	neocortex	RPL9	1.0590128755364807	0.31624442662591806
4.85796230694594e-63	0.257034034520847	0.993	0.951	1.49338619277825e-58	neuron	neocortex	RPL19	1.0441640378548895	0.26838569535142065
8.86677621306215e-60	0.257380031828708	0.987	0.962	2.72573567565744e-55	neuron	neocortex	RPS13	1.025987525987526	0.2640687020945268
4.81823015802599e-59	0.432634923886608	0.506	0.243	1.48117213287877e-54	neuron	neocortex	NFIX	2.0823045267489713	0.9008776604387805
5.86986180620916e-57	0.261497052567183	0.998	0.976	1.80445421784676e-52	neuron	neocortex	RPS4X	1.0225409836065573	0.2673914533422629
7.95410573576273e-57	0.47150773019092	0.273	0.073	2.44517164423082e-52	neuron	neocortex	NHSL1	3.7397260273972606	1.7633097307139887
8.61462676646948e-57	0.466640925387738	0.478	0.26	2.64822241428038e-52	neuron	neocortex	NELL2	1.8384615384615384	0.8579013935974568
6.19681434447205e-56	0.413895963217439	0.775	0.611	1.90496269763415e-51	neuron	neocortex	EIF1B	1.2684124386252047	0.5249907880417598
1.68245210883212e-55	0.252091665692109	0.995	0.966	5.17202602776082e-51	neuron	neocortex	RPS8	1.0300207039337475	0.25965963495201705
6.80469232342781e-55	0.342849678467581	0.874	0.744	2.09183046714494e-50	neuron	neocortex	CCNI	1.174731182795699	0.40275620830734654
3.82699646707813e-53	0.447215171636913	0.337	0.14	1.17645698394449e-48	neuron	neocortex	POU3F3	2.407142857142857	1.076510806011712
4.40163794351194e-53	0.465877229123406	0.273	0.085	1.353107520215e-48	neuron	neocortex	PLXNA4	3.211764705882353	1.4962880417728217
1.37519332826406e-52	0.339245438885082	0.939	0.821	4.22748181041654e-48	neuron	neocortex	MLLT11	1.143727161997564	0.3880042230366529
1.0368693847771e-51	0.371254888916123	0.874	0.765	3.18744017574329e-47	neuron	neocortex	EEF1B2	1.142483660130719	0.4241526443303157
1.11846066942777e-51	0.295168343185727	0.97	0.909	3.43825994388791e-47	neuron	neocortex	RPL30	1.067106710671067	0.31497611979114976
3.11017873244819e-48	0.425068271670274	0.332	0.125	9.56100044141898e-44	neuron	neocortex	MN1	2.656	1.1289813295562479
9.74354573452201e-47	0.516270071520386	0.313	0.134	2.99526339424941e-42	neuron	neocortex	RPRM	2.335820895522388	1.205914420790155
1.38085120978761e-46	0.419929772718237	0.298	0.114	4.2448747040081e-42	neuron	neocortex	TTC28	2.614035087719298	1.0977111602634615
1.65219625188137e-46	0.387967381370637	0.263	0.085	5.07901649790851e-42	neuron	neocortex	NKAIN2	3.0941176470588236	1.2004167211820886
2.02744201725315e-45	0.328107645080005	0.943	0.877	6.23255950523791e-41	neuron	neocortex	RPL37	1.0752565564424172	0.352799896591157
7.12069821060144e-45	0.261543486255298	0.95	0.84	2.18897383692099e-40	neuron	neocortex	RPL4	1.130952380952381	0.2957932285030156
1.68885518751126e-44	0.387100637165266	0.609	0.39	5.19170973192835e-40	neuron	neocortex	MYT1L	1.5615384615384615	0.6044725334196077
4.0297137339849e-44	0.341686947242621	0.782	0.584	1.2387742989643e-39	neuron	neocortex	DCX	1.339041095890411	0.4575328642872083
1.723499896916e-43	0.276921067350513	0.99	0.974	5.29821103310946e-39	neuron	neocortex	RPL37A	1.0164271047227926	0.28147007872382734
9.45486266521898e-41	0.369349164555003	0.33	0.17	2.90651933191497e-36	neuron	neocortex	ADCY1	1.9411764705882353	0.716971907665594
1.08089785658907e-37	0.706399343381656	0.437	0.236	3.32278810094045e-33	neuron	neocortex	HES6	1.8516949152542375	1.3080360722787445
2.28943439768821e-37	0.331211296090593	0.408	0.226	7.03795028193331e-33	neuron	neocortex	PTPRD	1.8053097345132743	0.5979389770131059
4.45074117508322e-37	0.456524370654757	0.318	0.137	1.36820234463233e-32	neuron	neocortex	CTTNBP2	2.321167883211679	1.059669707067246
4.56874630530618e-36	0.347206040049156	0.501	0.307	1.40447830171417e-31	neuron	neocortex	SSBP2	1.6319218241042346	0.5666131142170266
5.10625708573507e-36	0.359586150117832	0.577	0.372	1.56971449072582e-31	neuron	neocortex	LINC00461	1.5510752688172043	0.5577451844569599
9.67351392347767e-36	0.350394554088623	0.3	0.128	2.97373491521627e-31	neuron	neocortex	AFF3	2.34375	0.8212372361452102
4.06354279839686e-35	0.319715659338076	0.411	0.212	1.24917369165518e-30	neuron	neocortex	LINC01551	1.9386792452830188	0.6198261131507039
2.04042456125445e-34	0.289487647205505	0.265	0.135	6.27246914375231e-30	neuron	neocortex	SSBP3	1.962962962962963	0.568253529699695
2.40771229303301e-34	0.308068387335621	0.556	0.375	7.40154836001277e-30	neuron	neocortex	CARHSP1	1.4826666666666668	0.45676272895628073
1.58134402466179e-33	0.282943993826048	0.347	0.191	4.86120966621281e-29	neuron	neocortex	RBFOX1	1.8167539267015704	0.5140396118200976
2.61879897892982e-33	0.412353238395926	0.264	0.107	8.05044994112816e-29	neuron	neocortex	PALMD	2.4672897196261685	1.017394905948827
6.36680768436494e-33	0.368619243142371	0.47	0.303	1.95722035025063e-28	neuron	neocortex	FDFT1	1.551155115511551	0.571785624676285
7.07996370976255e-32	0.327111903454767	0.352	0.181	2.1764516440181e-27	neuron	neocortex	LRRC7	1.9447513812154695	0.6361513260556794
1.91601472683649e-31	0.378182577966143	0.351	0.169	5.89002087176806e-27	neuron	neocortex	ABRACL	2.0769230769230766	0.7854561234681431
3.15130794950355e-31	0.332848610413307	0.381	0.223	9.68743576756885e-27	neuron	neocortex	SOBP	1.7085201793721974	0.5686785675671299
4.34894090061467e-31	0.458669434242811	0.398	0.229	1.33690792225796e-26	neuron	neocortex	ID2	1.737991266375546	0.7971634708674182
5.09581099933072e-31	0.385112852174356	0.289	0.132	1.56650325930426e-26	neuron	neocortex	SOX5	2.189393939393939	0.8431637445332489
2.67170170645617e-30	0.301072027376133	0.731	0.575	8.21307821581692e-26	neuron	neocortex	ZFAS1	1.271304347826087	0.38275417741209256
2.79339727212579e-30	0.331781890797328	0.333	0.174	8.58718255424188e-26	neuron	neocortex	ZNF462	1.913793103448276	0.6349618944569554
2.09059364543593e-28	0.36569510807136	0.425	0.253	6.42669392543461e-24	neuron	neocortex	MEX3A	1.6798418972332014	0.6143099641514941
2.09907041083762e-27	0.254319718676206	0.724	0.565	6.45275234995592e-23	neuron	neocortex	EIF3L	1.2814159292035399	0.3258893386222534
1.12625767522086e-26	0.283555247722344	0.364	0.216	3.46222871939644e-22	neuron	neocortex	AUTS2	1.6851851851851851	0.4778431026432093
2.16006972706313e-26	0.427134121838087	0.496	0.319	6.64027034796478e-22	neuron	neocortex	SDCBP	1.554858934169279	0.6641333054284989
4.82407722314664e-24	0.315166356483386	0.323	0.179	1.48296957916751e-19	neuron	neocortex	TSPO	1.8044692737430168	0.5687080063918082
7.99550593316179e-24	0.264046312002579	0.488	0.346	2.45789847891326e-19	neuron	neocortex	TMEM161B-AS1	1.4104046242774568	0.3724121394718456
2.40883593246244e-23	0.26463703188272	0.381	0.24	7.40500253998279e-19	neuron	neocortex	GDAP1L1	1.5875000000000001	0.420111288113818
4.36951326832137e-23	0.301055389623397	0.345	0.191	1.34323207381467e-18	neuron	neocortex	GNAI1	1.8062827225130889	0.5437911487961883
1.34076460994557e-22	0.252567779798078	0.518	0.347	4.12164448743367e-18	neuron	neocortex	PPP2R2B	1.4927953890489916	0.37703201710491185
3.56628638335991e-22	0.375100563359704	0.473	0.337	1.09631209710867e-17	neuron	neocortex	ACAT2	1.403560830860534	0.5264764583654006
6.06633305289605e-22	0.320470495053119	0.561	0.395	1.86485144379077e-17	neuron	neocortex	DAAM1	1.420253164556962	0.45514923474632846
1.62597856860791e-21	0.278596556480207	0.306	0.169	4.99842071775756e-17	neuron	neocortex	PAK7	1.8106508875739644	0.5044411022659369
2.13851781285789e-21	0.289100816780537	0.426	0.273	6.57401760850643e-17	neuron	neocortex	JMJD1C	1.5604395604395602	0.451124351459739
3.48769053171307e-21	0.30885424754877	0.496	0.325	1.07215094635392e-16	neuron	neocortex	CCDC28B	1.5261538461538462	0.47135909779750745
1.74768278091239e-20	0.398930296319714	0.335	0.185	5.37255163680279e-16	neuron	neocortex	IGFBP2	1.810810810810811	0.7223872933356984
1.02273516137775e-19	0.377247468224626	0.282	0.143	3.14399015959134e-15	neuron	neocortex	AKAP7	1.972027972027972	0.7439425597156961
2.3938933317512e-19	0.310158769909623	0.312	0.188	7.35906749113635e-15	neuron	neocortex	FGF12	1.6595744680851063	0.5147315755946934
2.65689917666234e-19	0.268791580404479	0.301	0.18	8.1675737589777e-15	neuron	neocortex	AKT3	1.6722222222222223	0.449479253898601
1.50023208763049e-18	0.365203938468188	0.292	0.176	4.6118634605849e-14	neuron	neocortex	FBXW7	1.6590909090909092	0.6059065342767664
4.42873061597144e-18	0.253085773117518	0.305	0.182	1.36143607865578e-13	neuron	neocortex	EIF4EBP1	1.6758241758241759	0.424127257147489
6.09882034502335e-18	0.272414188742485	0.366	0.239	1.87483836226363e-13	neuron	neocortex	ROBO2	1.5313807531380754	0.4171698455219645
6.37627624453144e-17	0.259122771764349	0.315	0.201	1.96013108033141e-12	neuron	neocortex	R3HDM1	1.5671641791044775	0.4060879258993529
1.50510654960693e-15	0.25932645402064	0.29	0.17	4.62684804414667e-11	neuron	neocortex	FAM49A	1.7058823529411762	0.44238042156462104
2.77265356830758e-14	0.265648029208538	0.405	0.279	8.52341433433434e-10	neuron	neocortex	CSNK1E	1.4516129032258065	0.38561810691561965
1.40468308477488e-12	0.265489546547903	0.417	0.3	4.31813627090645e-8	neuron	neocortex	RUNX1T1	1.39	0.36903046970158515
1.09734797532824e-11	0.283879229381697	0.323	0.215	3.37335741095653e-7	neuron	neocortex	EZR	1.5023255813953489	0.4264790283269216
3.80402234672642e-11	0.343124963618837	0.345	0.258	1.16939450960717e-6	neuron	neocortex	SRM	1.3372093023255813	0.45882989321123546
4.70426832685272e-5	0.39962308949975	0.922	0.903	1	neuron	neocortex	MT-ND3	1.0210409745293467	0.4080315487472531
1.0631787405452e-220	1.16429802925625	0.911	0.518	3.26831776631001e-216	neuron	proneocortex	HIST1H4C	1.7586872586872586	2.0476361093676516
4.6185957610387e-155	0.990487509862219	0.946	0.586	1.41980252290091e-150	neuron	proneocortex	MEF2C	1.6143344709897611	1.5989781302553912
2.45319902563049e-139	1.22065549883038	0.555	0.149	7.54137912469069e-135	neuron	proneocortex	SCG2	3.724832214765101	4.546736925173563
9.31770174387268e-132	0.635958423923307	0.938	0.804	2.8643546930839e-127	neuron	proneocortex	RTN4	1.1666666666666665	0.7419514945771915
3.45979954032999e-126	0.84773373761982	0.88	0.523	1.06357697669284e-121	neuron	proneocortex	MEG3	1.6826003824091778	1.4263971111002707
2.3495422596019e-120	0.75939062106628	0.956	0.873	7.22272786024219e-116	neuron	proneocortex	CALM1	1.095074455899198	0.8315892711791106
3.64399299258913e-101	0.457073735477176	0.99	0.935	1.12019988585182e-96	neuron	proneocortex	HSP90AA1	1.0588235294117647	0.4839604257993628
7.573144045943e-96	0.680853801313777	0.833	0.617	2.32806021116334e-91	neuron	proneocortex	MAPT	1.3500810372771475	0.919207806311793
9.65636973402059e-96	0.655976827933986	0.823	0.569	2.96846461993527e-91	neuron	proneocortex	HMP19	1.4463971880492092	0.9488030393491573
2.48386407426946e-89	0.453878530399539	0.972	0.896	7.63564655071174e-85	neuron	proneocortex	GPM6A	1.0848214285714286	0.4923771557459285
1.84951148197479e-86	0.78336345143349	0.666	0.373	5.68558324673869e-82	neuron	proneocortex	PKIA	1.7855227882037534	1.3987132939804405
3.21752231597115e-82	0.279030682811725	1	0.998	9.8909853515269e-78	neuron	proneocortex	MALAT1	1.002004008016032	0.2795898625367986
5.50614374652133e-74	0.368848148755623	0.992	0.946	1.69264364911812e-69	neuron	proneocortex	RPS29	1.0486257928118394	0.38678368241604444
3.22451378832389e-72	0.625592159672675	0.722	0.455	9.91247783668648e-68	neuron	proneocortex	ZEB2	1.5868131868131867	0.9926978885355414
4.493490593745e-72	0.555947898943829	0.82	0.68	1.38134394342315e-67	neuron	proneocortex	DYNC1I2	1.2058823529411764	0.6704077604910879
5.8689350882227304e-68	0.747813957047157	0.316	0.083	1.80416933547055e-63	neuron	proneocortex	PRSS12	3.8072289156626504	2.8470989208060433
2.97656577303542e-66	0.405343228812884	0.932	0.859	9.15026084288818e-62	neuron	proneocortex	MORF4L1	1.0849825378346916	0.43979032509151095
1.44891314603654e-65	0.652225148883361	0.67	0.396	4.45410390223092e-61	neuron	proneocortex	HSPA1A	1.691919191919192	1.103512246848111
1.47357950090741e-65	0.339190498926611	1	0.951	4.52993074373946e-61	neuron	proneocortex	STMN2	1.0515247108307046	0.3566671913003271
3.25345202320432e-65	0.667842444500366	0.663	0.427	1.00014368645324e-60	neuron	proneocortex	NFIX	1.5526932084309135	1.0369544278776175
5.39149293019676e-65	0.535580523586806	0.855	0.685	1.65739884167179e-60	neuron	proneocortex	SYT1	1.2481751824817517	0.6684983177616337
1.68162517742822e-63	0.656952452651532	0.586	0.338	5.1694839579321e-59	neuron	proneocortex	ANK3	1.7337278106508873	1.1389767374372712
3.87440643093039e-62	0.32232501467283	0.961	0.768	1.19103128093231e-57	neuron	proneocortex	BASP1	1.2513020833333333	0.40332596237055934
9.5422982024551e-62	0.431710795352942	0.925	0.796	2.93339789041672e-57	neuron	proneocortex	UCHL1	1.1620603015075377	0.5016739770118986
9.89588686798037e-62	0.776549140416285	0.461	0.226	3.04209458208585e-57	neuron	proneocortex	CACNA2D1	2.0398230088495577	1.584022804123484
2.99080716305365e-57	0.614345677674704	0.576	0.351	9.19404029994324e-53	neuron	proneocortex	BCL7A	1.641025641025641	1.008157009517463
1.24024272278768e-55	0.610869820238728	0.276	0.078	3.81263015412162e-51	neuron	proneocortex	RASL10A	3.5384615384615388	2.161539363921653
1.33551813316138e-55	0.536218656429794	0.771	0.613	4.1055162931514e-51	neuron	proneocortex	SEC62	1.2577487765089723	0.6744283590658584
3.18336896963295e-54	0.412597960155078	0.909	0.838	9.78599454954866e-50	neuron	proneocortex	TTC3	1.0847255369928401	0.4475555438913674
3.74237551325346e-52	0.611641579262115	0.275	0.08	1.15044365652925e-47	neuron	proneocortex	CDH13	3.4375	2.1025179287135205
5.94831172913588e-52	0.428780283554486	0.853	0.75	1.82857050865366e-47	neuron	proneocortex	MAP2	1.1373333333333333	0.4876661091626354
8.27095699768321e-51	0.587992566129206	0.341	0.132	2.5425748906578e-46	neuron	proneocortex	SPOCK1	2.5833333333333335	1.5189807958337824
2.78914785110567e-50	0.434764503211856	0.912	0.777	8.57411940908393e-46	neuron	proneocortex	GAP43	1.1737451737451738	0.5103027373606341
2.50911482449988e-49	0.591290944680936	0.359	0.144	7.71326988199508e-45	neuron	proneocortex	GNAL	2.493055555555556	1.4741211745865004
5.01801662197336e-49	0.317187343537154	0.955	0.914	1.54258848976083e-44	neuron	proneocortex	YWHAE	1.0448577680525164	0.33141565982273746
