Species	Symbol	Ensembl	Family	Entrez ID
Homo_sapiens	TSPYL2	ENSG00000184205	Others	64061
Homo_sapiens	HIST1H1B	ENSG00000184357	Histone cluster 1 H1	3009
Homo_sapiens	MAML2	ENSG00000184384	MAML	84441
Homo_sapiens	SS18L1	ENSG00000184402	SS18	26039
Homo_sapiens	TOP1MT	ENSG00000184428	Other_CRF	116447
Homo_sapiens	MED12	ENSG00000184634	Mediator complex	9968
Homo_sapiens	TCEAL2	ENSG00000184905	TEF	140597
Homo_sapiens	SIVA1	ENSG00000184990	Others	10572
Homo_sapiens	BRF1	ENSG00000185024	GTF	2972
Homo_sapiens	NELFA	ENSG00000185049	GTF	7469
Homo_sapiens	SMYD3	ENSG00000185420	SMYD	64754
Homo_sapiens	MUC1	ENSG00000185499	Others	4582
Homo_sapiens	PCGF3	ENSG00000185619	PCGF	10336
Homo_sapiens	BRWD1	ENSG00000185658	Bromodomain	54014
Homo_sapiens	PRAME	ENSG00000185686	Others	23532
Homo_sapiens	MORF4L1	ENSG00000185787	Other_CRF	10933
Homo_sapiens	NDUFA13	ENSG00000186010	Others	51079
Homo_sapiens	POLR3C	ENSG00000186141	POLR	10623
Homo_sapiens	WWOX	ENSG00000186153	WW	51741
Homo_sapiens	BCL9L	ENSG00000186174	BCL	283149
Homo_sapiens	MKL2	ENSG00000186260	Others	57496
Homo_sapiens	KDM4D	ENSG00000186280	Lysine demethylase	55693
Homo_sapiens	HEXIM1	ENSG00000186834	Others	10614
Homo_sapiens	EFCAB6	ENSG00000186976	Others	64800
Homo_sapiens	DCC	ENSG00000187323	Others	1630
Homo_sapiens	TAF9B	ENSG00000187325	TATA-box	51616
Homo_sapiens	SIRT7	ENSG00000187531	Sirtuin	51547
Homo_sapiens	TCEA1	ENSG00000187735	TEF	6917
Homo_sapiens	SSX7	ENSG00000187754	SSX	280658
Homo_sapiens	MCRS1	ENSG00000187778	Others	10445
Homo_sapiens	HIST1H1C	ENSG00000187837	Histone cluster 1 H1	3006
Homo_sapiens	FAM83G	ENSG00000188522	FAM	644815
Homo_sapiens	SKOR1	ENSG00000188779	SKI	390598
Homo_sapiens	LRRK2	ENSG00000188906	Other_CRF	120892
Homo_sapiens	NOC2L	ENSG00000188976	Others	26155
Homo_sapiens	NELFB	ENSG00000188986	GTF	25920
Homo_sapiens	PNRC2	ENSG00000189266	Others	55629
Homo_sapiens	FHIT	ENSG00000189283	Others	2272
Homo_sapiens	LIN54	ENSG00000189308	Others	132660
Homo_sapiens	MPHOSPH8	ENSG00000196199	Others	54737
Homo_sapiens	SUPT5H	ENSG00000196235	SUPT	6829
Homo_sapiens	SUPT3H	ENSG00000196284	SUPT	8464
Homo_sapiens	NIF3L1	ENSG00000196290	Others	60491
Homo_sapiens	WDR5	ENSG00000196363	WD	11091
Homo_sapiens	TRRAP	ENSG00000196367	Others	8295
Homo_sapiens	XRCC6	ENSG00000196419	Others	2547
Homo_sapiens	TRAPPC2	ENSG00000196459	Others	6399
Homo_sapiens	TCEAL3	ENSG00000196507	TEF	85012
Homo_sapiens	NACA	ENSG00000196531	Others	4666
Homo_sapiens	MYO6	ENSG00000196586	Others	4646
Homo_sapiens	MKL1	ENSG00000196588	Others	57591
Homo_sapiens	HDAC2	ENSG00000196591	Histone deacetylase	3066
Homo_sapiens	TLE1	ENSG00000196781	Transducin	7088
Homo_sapiens	MAML3	ENSG00000196782	MAML	55534
Homo_sapiens	STRN3	ENSG00000196792	Others	29966
Homo_sapiens	FLNA	ENSG00000196924	Others	2316
Homo_sapiens	ANXA4	ENSG00000196975	Others	307
Homo_sapiens	SRC	ENSG00000197122	Others	6714
Homo_sapiens	SND1	ENSG00000197157	Others	27044
Homo_sapiens	C1D	ENSG00000197223	Other_Co-activator/repressors	10438
Homo_sapiens	BLM	ENSG00000197299	Others	641
Homo_sapiens	TRIM33	ENSG00000197323	Tripartite motif	51592
Homo_sapiens	PELI1	ENSG00000197329	Others	57162
Homo_sapiens	ELANE	ENSG00000197561	Others	1991
Homo_sapiens	TOPORS	ENSG00000197579	Others	10210
Homo_sapiens	PHF2	ENSG00000197724	PHF	5253
Homo_sapiens	TAF13	ENSG00000197780	TATA-box	6884
Homo_sapiens	WWP2	ENSG00000198373	WW	11060
Homo_sapiens	CTNND1	ENSG00000198561	Casein	1500
Homo_sapiens	DDX39B	ENSG00000198563	RNA helicase	7919
Homo_sapiens	BAZ1A	ENSG00000198604	Bromodomain	11177
Homo_sapiens	MDM4	ENSG00000198625	Others	4194
Homo_sapiens	NCOA6	ENSG00000198646	Nuclear receptor coactivator	23054
Homo_sapiens	C6orf89	ENSG00000198663	Other_CRF	221477
Homo_sapiens	MAGEA1	ENSG00000198681	MAGE	4100
Homo_sapiens	CEP290	ENSG00000198707	Others	80184
Homo_sapiens	LDB1	ENSG00000198728	LIM	8861
Homo_sapiens	CTR9	ENSG00000198730	Others	9646
Homo_sapiens	SMURF1	ENSG00000198742	Others	57154
Homo_sapiens	CNOT7	ENSG00000198791	CCR4-NOT	29883
Homo_sapiens	MTOR	ENSG00000198793	Others	2475
Homo_sapiens	SFMBT2	ENSG00000198879	Others	57713
Homo_sapiens	PRMT6	ENSG00000198890	Arginine methyltransferase	55170
Homo_sapiens	TOP1	ENSG00000198900	Other_CRF	7150
Homo_sapiens	TCEAL5	ENSG00000204065	TEF	340543
Homo_sapiens	DAXX	ENSG00000204209	Other_CRF	1616
Homo_sapiens	RING1	ENSG00000204227	Ring finger protein	6015
Homo_sapiens	BRD2	ENSG00000204256	Bromodomain	6046
Homo_sapiens	NOTCH4	ENSG00000204301	Notch	4855
Homo_sapiens	NELFE	ENSG00000204356	GTF	7936
Homo_sapiens	EHMT2	ENSG00000204371	Histone lysine methyltransferase	10919
Homo_sapiens	HSPA1B	ENSG00000204388	Heat shock protein	3304
Homo_sapiens	HSPA1A	ENSG00000204389	Heat shock protein	3303
Homo_sapiens	TRIM27	ENSG00000204713	Tripartite motif	5987
Homo_sapiens	DPF3	ENSG00000205683	DPF	8110
Homo_sapiens	VGLL3	ENSG00000206538	Vestigial like	389136
Homo_sapiens	NUP62	ENSG00000213024	Others	23636
Homo_sapiens	SUPT4H1	ENSG00000213246	SUPT	6827
Homo_sapiens	CHUK	ENSG00000213341	Others	1147
Homo_sapiens	SRA1	ENSG00000213523	Others	10011
Homo_sapiens	LBH	ENSG00000213626	Others	81606
Homo_sapiens	GTF2H4	ENSG00000213780	GTF	2968
Homo_sapiens	MYCBP	ENSG00000214114	Others	26292
Homo_sapiens	SKOR2	ENSG00000215474	SKI	652991
Homo_sapiens	TRIM16	ENSG00000221926	Tripartite motif	10626
Homo_sapiens	HSBP1L1	ENSG00000226742	Heat shock protein	440498
Homo_sapiens	NFE4	ENSG00000230257	Nuclear coactivator	58160
Homo_sapiens	MBD3L2	ENSG00000230522	MBD	125997
Homo_sapiens	SETSIP	ENSG00000230667	SET	646817
Homo_sapiens	HSBP1	ENSG00000230989	Heat shock protein	3281
Homo_sapiens	MCIDAS	ENSG00000234602	Others	345643
Homo_sapiens	KDM4E	ENSG00000235268	Lysine demethylase	390245
Homo_sapiens	RBM14	ENSG00000239306	RNA binding protein	10432
Homo_sapiens	SSX2	ENSG00000241476	SSX	6757
Homo_sapiens	TCP10L	ENSG00000242220	Others	140290
Homo_sapiens	GTF2A1L	ENSG00000242441	GTF	11036
Homo_sapiens	N4BP2L2	ENSG00000244754	Others	10443
Homo_sapiens	NACA2	ENSG00000253506	Others	342538
Homo_sapiens	EID3	ENSG00000255150	EID	493861
Homo_sapiens	EID1	ENSG00000255302	EID	23741
Homo_sapiens	RBM15B	ENSG00000259956	RNA binding protein	29890
Homo_sapiens	PMF1-BGLAP	ENSG00000260238	Others	100527963
Homo_sapiens	TXNIP	ENSG00000265972	Others	10628
Homo_sapiens	BAHCC1	ENSG00000266074	Others	57597
Homo_sapiens	NCOA4	ENSG00000266412	Nuclear receptor coactivator	8031
Homo_sapiens	SSX4	ENSG00000268009	SSX	6759
Homo_sapiens	MAGEA2	ENSG00000268606	MAGE	4101
Homo_sapiens	IKBKG	ENSG00000269335	Others	8517
Homo_sapiens	SSX4B	ENSG00000269791	SSX	548313
Homo_sapiens	EGLN2	ENSG00000269858	Others	112398
Homo_sapiens	TAF15	ENSG00000270647	TATA-box	8148
Homo_sapiens	GTF2H5	ENSG00000272047	GTF	404672
Homo_sapiens	KMT2B	ENSG00000272333	Lysine methyltransferase	9757
Homo_sapiens	TAF9	ENSG00000273841	TATA-box	6880
Homo_sapiens	MLLT6	ENSG00000275023	Others	4302
Homo_sapiens	AATF	ENSG00000275700	Others	26574
Homo_sapiens	PCGF2	ENSG00000277258	PCGF	7703
Homo_sapiens	PAGR1	ENSG00000280789	Others	79447
